customer_id,tenure_months,monthly_spend_eur,logins_30d,content_completions_30d,support_tickets_90d,satisfaction_score,payment_delays_12m,days_since_last_activity,plan_type,acquisition_channel,region,churned
SP-01674,46,74.39,4,2,0,4.0,0,11,Basic,Organic,Portugal,0
SP-01675,44,89.55,8,2,0,3.7,0,9,Basic,Organic,Germany,0
SP-01676,60,126.09,6,2,1,4.4,0,19,Enterprise,Organic,Germany,0
SP-01677,9,62.97,12,1,0,4.2,0,12,Basic,Organic,United Kingdom,0
SP-01678,26,168.59,10,7,2,3.6,0,9,Enterprise,Partner,United Kingdom,0
SP-01679,56,98.12,7,3,3,5.0,2,44,Basic,Organic,Germany,1
SP-01680,31,116.54,11,6,2,2.1,2,22,Basic,Organic,Germany,0
SP-01681,57,109.98,8,3,0,3.3,2,25,Professional,Paid,United Kingdom,0
SP-01682,1,96.49,5,4,0,4.2,2,4,Basic,Paid,Portugal,0
SP-01683,3,103.89,9,5,2,3.8,0,46,Enterprise,Partner,United Kingdom,1
SP-01684,48,22.65,6,1,1,4.4,3,42,Basic,Organic,Germany,1
SP-01685,22,109.89,10,7,4,2.7,0,19,Basic,Organic,Portugal,0
SP-01686,32,57.4,8,1,4,3.6,0,12,Basic,Paid,United Kingdom,0
SP-01687,26,81.03,11,4,0,4.7,1,6,Basic,Paid,United Kingdom,0
SP-01688,25,96.21,8,3,0,2.6,0,20,Professional,Referral,Germany,0
SP-01689,57,128.5,8,5,1,3.6,1,37,Basic,Partner,Germany,0
SP-01690,6,57.41,11,5,2,3.4,1,12,Professional,Paid,Germany,0
SP-01691,47,69.04,9,1,2,4.1,0,4,Basic,Referral,United Kingdom,0
SP-01692,54,72.84,12,3,2,4.1,0,11,Enterprise,Paid,Germany,1
SP-01693,40,90.0,7,3,0,3.9,1,7,Professional,Organic,United Kingdom,0
SP-01694,24,74.67,7,3,1,3.6,1,5,Enterprise,Organic,Germany,0
SP-01695,10,104.09,4,5,0,3.9,0,3,Basic,Organic,Portugal,0
SP-01696,41,39.98,14,2,2,3.7,0,34,Professional,Organic,Germany,0
SP-01697,29,78.42,8,3,2,3.8,2,27,Professional,Organic,Portugal,0
SP-01698,9,154.91,8,2,2,5.0,0,8,Basic,Paid,United Kingdom,0
SP-01699,22,74.75,1,3,1,2.8,0,1,Basic,Paid,United Kingdom,0
SP-01700,58,98.28,14,1,0,4.1,0,15,Professional,Organic,Germany,0
SP-01701,16,120.1,10,4,1,3.0,1,28,Basic,Referral,Germany,0
SP-01702,11,96.96,7,4,1,5.0,0,36,Basic,Referral,Portugal,0
SP-01703,41,175.25,8,5,0,3.9,2,15,Professional,Organic,Portugal,0
SP-01704,12,86.17,5,2,0,2.8,0,6,Basic,Referral,United Kingdom,0
SP-01705,56,106.25,3,4,2,3.6,0,13,Basic,Organic,Germany,0
SP-01706,52,91.53,15,5,2,2.6,2,10,Basic,Referral,United Kingdom,0
SP-01707,60,141.34,6,5,1,3.3,0,9,Basic,Partner,United Kingdom,0
SP-01708,55,70.4,11,2,2,4.3,0,24,Enterprise,Referral,United Kingdom,0
SP-01709,15,181.53,12,5,0,4.9,0,15,Enterprise,Paid,Germany,1
SP-01710,13,63.59,11,2,3,4.7,1,3,Basic,Paid,United Kingdom,0
SP-01711,21,161.38,9,1,0,3.7,1,24,Basic,Partner,United Kingdom,1
SP-01712,29,54.8,8,8,1,4.3,1,34,Enterprise,Paid,Portugal,0
SP-01713,53,107.68,7,1,1,4.4,1,6,Professional,Organic,Portugal,0
SP-01714,45,83.13,7,5,0,5.0,1,15,Basic,Organic,Germany,0
SP-01715,39,119.05,8,5,0,3.3,1,9,Enterprise,Organic,United Kingdom,0
SP-01716,53,99.28,3,0,1,5.0,0,2,Enterprise,Organic,United Kingdom,0
SP-01717,39,116.34,11,5,2,2.9,2,13,Basic,Referral,United Kingdom,0
SP-01718,23,54.06,7,5,3,4.7,2,20,Enterprise,Referral,Germany,0
SP-01719,25,42.6,6,4,0,3.3,2,13,Professional,Paid,United Kingdom,0
SP-01720,32,50.68,6,8,1,3.3,0,27,Enterprise,Organic,Germany,0
SP-01721,6,50.19,5,3,0,3.6,0,13,Basic,Paid,Germany,1
SP-01722,45,53.8,7,6,3,3.2,3,2,Basic,Organic,Germany,0
SP-01723,40,65.29,4,6,0,4.1,1,6,Professional,Paid,United Kingdom,1
SP-01724,44,65.06,7,2,0,4.8,3,23,Basic,Paid,Germany,0
SP-01725,33,83.93,8,2,2,2.1,3,1,Professional,Referral,United Kingdom,1
SP-01726,47,59.02,7,3,0,3.7,0,7,Professional,Organic,Portugal,0
SP-01727,57,60.88,4,4,1,2.9,0,13,Basic,Paid,United Kingdom,0
SP-01728,35,76.57,12,8,0,4.5,1,23,Enterprise,Partner,Portugal,0
SP-01729,27,125.94,8,4,4,4.9,0,29,Basic,Paid,Germany,0
SP-01730,7,69.91,9,3,1,3.7,2,9,Enterprise,Organic,Germany,0
SP-01731,47,81.68,9,3,0,3.2,1,11,Professional,Organic,Germany,0
SP-01732,55,87.13,8,4,3,2.5,1,7,Professional,Paid,Portugal,0
SP-01733,42,56.23,13,2,0,5.0,1,12,Enterprise,Organic,United Kingdom,0
SP-01734,52,72.66,12,5,0,4.9,2,4,Basic,Paid,Germany,0
SP-01735,52,62.79,7,0,2,2.2,0,16,Basic,Partner,Portugal,1
SP-01736,48,120.89,8,4,2,4.3,0,1,Basic,Organic,United Kingdom,0
SP-01737,31,116.71,9,4,0,2.9,1,15,Professional,Organic,Portugal,0
SP-01738,6,60.3,8,6,0,3.4,0,10,Professional,Referral,Germany,0
SP-01739,1,81.04,11,1,2,2.8,1,23,Professional,Organic,Portugal,0
SP-01740,13,106.29,8,4,0,2.2,2,19,Basic,Referral,United Kingdom,0
SP-01741,26,94.81,5,4,0,3.8,1,8,Enterprise,Organic,Germany,1
SP-01742,45,99.02,10,11,0,5.0,0,18,Professional,Referral,Germany,0
SP-01743,28,56.36,3,3,2,3.1,0,4,Professional,Organic,United Kingdom,0
SP-01744,2,158.79,8,4,1,4.5,1,3,Professional,Organic,United Kingdom,0
SP-01745,13,64.79,5,6,2,4.6,1,14,Basic,Referral,Germany,0
SP-01746,59,64.06,1,5,0,4.4,1,2,Professional,Organic,Germany,0
SP-01747,60,48.35,9,4,2,5.0,1,31,Basic,Partner,Germany,0
SP-01748,23,77.92,7,5,0,4.6,0,2,Basic,Organic,Germany,0
SP-01749,49,131.6,8,2,2,5.0,1,22,Basic,Organic,Portugal,0
SP-01750,44,94.42,3,3,0,2.9,0,10,Enterprise,Paid,Portugal,0
SP-01751,56,80.4,8,2,0,4.4,0,16,Professional,Referral,Germany,0
SP-01752,54,113.15,7,2,1,5.0,3,12,Basic,Partner,Portugal,0
SP-01753,38,130.21,9,1,0,3.2,0,7,Basic,Organic,United Kingdom,1
SP-01754,24,116.6,6,1,0,1.0,0,6,Basic,Referral,Germany,0
SP-01755,38,38.14,11,5,1,2.8,2,17,Basic,Organic,United Kingdom,0
SP-01756,20,113.56,6,4,2,3.2,1,23,Professional,Paid,Germany,0
SP-01757,21,100.64,9,3,0,4.2,2,13,Professional,Referral,Germany,0
SP-01758,37,59.77,9,3,0,3.3,1,16,Basic,Organic,United Kingdom,0
SP-01759,35,100.81,7,3,0,3.8,0,13,Basic,Referral,Portugal,0
SP-01760,35,131.72,16,3,4,3.3,0,3,Professional,Paid,Germany,0
SP-01761,24,65.92,13,3,2,3.7,2,4,Basic,Partner,United Kingdom,0
SP-01762,25,120.09,6,1,2,3.7,1,29,Professional,Organic,Portugal,0
SP-01763,1,95.28,14,2,1,3.3,0,10,Professional,Organic,Portugal,0
SP-01764,37,25.63,8,7,0,4.5,0,21,Professional,Referral,Germany,0
SP-01765,35,82.82,6,3,2,4.9,1,8,Professional,Organic,Germany,0
SP-01766,57,93.72,9,5,1,2.9,1,5,Enterprise,Paid,Germany,0
SP-01767,31,73.83,9,2,1,4.0,0,8,Professional,Paid,Germany,0
SP-01768,29,96.74,13,3,0,2.7,1,18,Professional,Organic,Portugal,0
SP-01769,5,79.22,8,3,1,2.4,2,6,Professional,Referral,Germany,0
SP-01770,12,197.92,11,5,3,4.6,1,13,Basic,Organic,Portugal,0
SP-01771,21,71.74,7,2,1,5.0,0,16,Basic,Paid,Germany,0
SP-01772,23,60.45,7,4,3,3.5,1,11,Professional,Referral,Germany,0
SP-01773,22,117.54,5,8,0,5.0,1,13,Professional,Partner,Germany,0
SP-01774,24,75.45,5,4,1,3.3,1,13,Professional,Organic,United Kingdom,0
SP-01775,47,80.96,9,1,1,3.6,0,6,Basic,Paid,Germany,0
SP-01776,8,78.16,6,4,1,5.0,3,9,Basic,Referral,Portugal,0
SP-01777,20,114.81,10,0,1,3.1,1,5,Basic,Referral,Germany,0
SP-01778,10,53.64,8,4,0,4.5,1,9,Basic,Referral,Portugal,0
SP-01779,19,119.99,8,2,4,3.5,0,19,Professional,Referral,Germany,0
SP-01780,42,104.06,13,3,3,3.2,0,19,Basic,Organic,United Kingdom,0
SP-01781,3,168.82,9,4,1,3.4,1,13,Basic,Paid,United Kingdom,0
SP-01782,21,90.73,7,5,0,2.1,0,11,Professional,Paid,United Kingdom,0
SP-01783,2,55.18,10,5,1,4.8,1,15,Enterprise,Paid,United Kingdom,0
SP-01784,58,91.14,10,2,1,4.0,0,12,Enterprise,Partner,Germany,0
SP-01785,44,95.81,7,2,3,3.7,0,8,Basic,Organic,Germany,0
SP-01786,15,136.59,9,8,1,3.2,0,10,Basic,Organic,Germany,0
SP-01787,12,55.13,3,3,0,4.0,1,4,Enterprise,Organic,United Kingdom,0
SP-01788,6,43.9,9,2,1,4.5,0,4,Enterprise,Organic,Portugal,0
SP-01789,29,91.92,5,4,0,3.6,0,27,Professional,Organic,Germany,0
SP-01790,46,172.07,12,4,1,4.6,1,18,Professional,Organic,Germany,0
SP-01791,36,110.41,8,1,2,4.0,0,7,Professional,Partner,Germany,0
SP-01792,53,113.1,3,4,0,3.7,1,10,Professional,Organic,United Kingdom,0
SP-01793,21,47.85,2,3,2,4.5,0,8,Professional,Partner,Germany,0
SP-01794,17,85.72,9,2,1,3.4,0,10,Professional,Referral,United Kingdom,0
SP-01795,29,137.7,12,6,0,2.8,1,18,Professional,Referral,United Kingdom,0
SP-01796,13,96.28,8,4,1,3.8,0,1,Enterprise,Referral,United Kingdom,0
SP-01797,59,42.76,11,4,2,3.8,1,15,Enterprise,Referral,United Kingdom,0
SP-01798,12,85.02,7,3,1,3.6,2,3,Basic,Referral,Germany,0
SP-01799,29,107.18,10,3,1,4.8,0,59,Enterprise,Paid,Portugal,0
SP-01800,32,22.35,8,0,3,4.2,1,21,Basic,Partner,Germany,1
SP-01801,4,81.25,9,4,1,3.7,0,3,Basic,Paid,Portugal,0
SP-01802,29,57.85,6,1,1,3.8,1,3,Basic,Referral,United Kingdom,0
SP-01803,28,119.05,10,10,2,3.9,1,6,Basic,Paid,United Kingdom,0
SP-01804,16,70.58,7,5,0,4.2,1,10,Basic,Paid,Portugal,0
SP-01805,8,100.09,3,5,3,3.8,1,6,Enterprise,Referral,Portugal,1
SP-01806,3,84.09,6,7,3,3.7,0,7,Basic,Partner,Germany,0
SP-01807,1,69.5,9,1,1,2.7,2,1,Enterprise,Referral,United Kingdom,0
SP-01808,29,180.65,15,2,1,3.2,0,44,Basic,Referral,Germany,0
SP-01809,6,66.36,2,1,3,4.0,1,10,Basic,Paid,Germany,0
SP-01810,58,87.01,7,1,0,4.0,1,32,Basic,Referral,Portugal,0
SP-01811,15,83.98,8,7,1,2.6,0,7,Professional,Organic,Portugal,0
SP-01812,40,90.97,6,2,0,3.4,0,40,Enterprise,Referral,United Kingdom,0
SP-01813,41,174.66,7,3,1,3.1,0,16,Basic,Partner,Germany,0
SP-01814,30,107.24,14,3,1,4.9,1,11,Basic,Referral,United Kingdom,0
SP-01815,54,69.22,8,2,1,4.0,1,29,Enterprise,Partner,Portugal,0
SP-01816,7,150.66,8,7,2,4.1,1,3,Professional,Paid,Portugal,0
SP-01817,15,115.03,14,5,1,3.7,0,11,Basic,Referral,Portugal,0
SP-01818,16,69.78,9,2,0,3.3,1,9,Basic,Organic,United Kingdom,1
SP-01819,9,140.65,13,2,2,3.4,1,21,Professional,Paid,Germany,0
SP-01820,18,47.65,8,0,2,4.2,0,2,Basic,Partner,Germany,0
SP-01821,19,52.77,6,1,2,3.6,0,7,Professional,Referral,Germany,0
SP-01822,46,41.67,5,9,2,4.2,0,1,Professional,Organic,Germany,0
SP-01823,19,34.87,7,5,2,3.9,3,8,Basic,Organic,Germany,0
SP-01824,53,136.32,7,3,1,4.0,2,25,Professional,Referral,United Kingdom,0
SP-01825,47,91.45,7,2,1,4.1,1,8,Enterprise,Referral,Portugal,0
SP-01826,55,43.16,6,4,0,3.4,1,5,Basic,Referral,United Kingdom,0
SP-01827,7,83.08,8,6,3,3.6,0,18,Basic,Referral,Germany,0
SP-01828,60,121.67,1,2,3,4.5,0,6,Professional,Referral,Germany,0
SP-01829,37,61.62,15,3,0,5.0,2,23,Professional,Organic,Portugal,0
SP-01830,59,73.83,6,4,0,4.5,3,31,Basic,Referral,Portugal,0
SP-01831,22,184.47,5,4,2,1.6,0,11,Enterprise,Referral,Portugal,0
SP-01832,58,76.62,7,6,1,3.2,1,15,Basic,Referral,Portugal,1
SP-01833,36,44.54,7,3,0,3.9,0,25,Basic,Referral,Germany,0
SP-01834,5,67.5,6,4,2,2.9,0,11,Basic,Paid,United Kingdom,0
SP-01835,25,42.02,7,5,1,2.9,1,2,Professional,Paid,Germany,0
SP-01836,9,110.95,8,3,4,3.5,3,26,Basic,Referral,Germany,1
SP-01837,57,58.11,5,5,0,4.1,0,16,Professional,Paid,United Kingdom,0
SP-01838,19,57.37,11,6,2,4.3,2,8,Enterprise,Partner,Portugal,0
SP-01839,14,192.03,6,4,4,3.5,0,3,Basic,Paid,Germany,0
SP-01840,34,50.46,8,3,1,3.4,1,8,Basic,Paid,Germany,0
SP-01841,26,46.88,12,4,1,3.1,0,14,Enterprise,Paid,Portugal,0
SP-01842,6,53.87,9,0,2,4.2,0,15,Basic,Referral,Germany,0
SP-01843,49,123.31,10,2,1,4.2,0,19,Basic,Partner,United Kingdom,0
SP-01844,51,104.8,5,1,1,4.5,0,27,Professional,Organic,United Kingdom,0
SP-01845,45,67.14,8,4,3,3.9,0,18,Professional,Organic,Germany,0
SP-01846,38,64.65,10,3,2,2.8,1,11,Basic,Organic,Germany,0
SP-01847,25,101.42,3,2,0,3.5,0,7,Enterprise,Referral,Germany,0
SP-01848,33,92.91,5,2,1,4.5,0,5,Professional,Paid,United Kingdom,0
SP-01849,32,78.69,7,3,0,2.4,0,20,Basic,Organic,United Kingdom,0
SP-01850,10,106.34,11,1,3,3.7,1,10,Basic,Partner,Germany,1
SP-01851,5,52.42,6,1,0,4.0,1,4,Professional,Paid,United Kingdom,1
SP-01852,16,58.52,10,6,1,5.0,0,15,Basic,Partner,Germany,1
SP-01853,28,108.7,7,9,0,3.3,1,14,Basic,Paid,United Kingdom,0
SP-01854,10,96.09,7,6,4,3.7,0,43,Basic,Referral,United Kingdom,1
SP-01855,7,33.85,9,5,2,5.0,1,1,Professional,Partner,Portugal,0
SP-01856,52,85.52,11,7,0,3.3,0,3,Basic,Partner,United Kingdom,0
SP-01857,23,188.94,6,0,0,4.7,0,1,Basic,Paid,United Kingdom,0
SP-01858,36,116.25,12,6,2,4.1,0,5,Professional,Organic,Germany,0
SP-01859,32,67.98,11,4,3,3.6,2,10,Enterprise,Organic,Germany,0
SP-01860,45,60.6,6,4,3,4.2,0,8,Basic,Organic,Germany,0
SP-01861,45,98.01,11,1,0,3.7,0,29,Professional,Organic,United Kingdom,1
SP-01862,18,136.14,10,1,2,5.0,1,9,Basic,Referral,Germany,0
SP-01863,51,39.59,11,2,0,2.1,0,2,Basic,Referral,Portugal,0
SP-01864,23,95.04,5,6,0,3.6,3,38,Basic,Paid,Germany,0
SP-01865,51,73.33,13,4,1,3.6,0,20,Professional,Partner,Portugal,0
SP-01866,25,91.44,3,6,0,3.7,0,20,Basic,Referral,Germany,0
SP-01867,7,45.57,6,2,1,4.7,0,3,Enterprise,Partner,United Kingdom,0
SP-01868,46,136.09,8,6,2,3.4,0,12,Basic,Partner,Germany,0
SP-01869,2,152.1,11,4,1,4.2,0,26,Professional,Paid,Portugal,0
SP-01870,47,111.71,5,4,0,4.0,2,22,Professional,Paid,United Kingdom,0
SP-01871,3,165.63,7,4,1,4.5,1,6,Professional,Partner,Germany,0
SP-01872,13,71.82,10,5,3,3.7,0,10,Enterprise,Referral,Germany,0
SP-01873,37,94.09,6,5,0,4.1,0,23,Enterprise,Referral,United Kingdom,0
SP-01874,57,112.42,4,4,2,3.7,1,12,Professional,Referral,Portugal,0
SP-01875,25,98.56,10,0,1,3.0,2,8,Basic,Referral,United Kingdom,0
SP-01876,8,75.65,8,4,1,5.0,0,4,Professional,Partner,United Kingdom,0
SP-01877,14,79.05,9,2,1,3.2,0,10,Enterprise,Organic,Portugal,0
SP-01878,54,146.04,7,7,1,3.4,1,28,Basic,Referral,United Kingdom,0
SP-01879,44,83.71,6,7,1,3.1,0,25,Basic,Partner,Germany,0
SP-01880,7,132.75,6,1,0,4.1,1,14,Basic,Paid,Germany,0
SP-01881,24,81.89,10,5,0,3.4,0,13,Professional,Organic,United Kingdom,0
SP-01882,16,132.4,4,2,2,5.0,0,19,Basic,Paid,Portugal,0
SP-01883,11,87.47,5,1,1,4.2,0,13,Basic,Organic,United Kingdom,1
SP-01884,51,108.45,7,3,0,3.6,2,13,Basic,Referral,Germany,0
SP-01885,38,63.66,7,1,2,3.1,1,3,Professional,Partner,Germany,0
SP-01886,11,94.0,7,7,3,3.7,1,4,Basic,Paid,Germany,0
SP-01887,40,64.05,6,5,0,4.2,0,17,Enterprise,Partner,Portugal,0
SP-01888,25,71.09,12,1,1,3.8,0,12,Professional,Organic,Germany,0
SP-01889,4,73.48,6,4,2,3.7,1,11,Basic,Referral,Portugal,1
SP-01890,27,78.48,10,0,1,3.0,0,8,Professional,Paid,Germany,0
SP-01891,12,125.81,5,2,0,5.0,0,28,Basic,Organic,United Kingdom,0
SP-01892,15,69.97,6,2,0,3.6,1,17,Professional,Partner,United Kingdom,0
SP-01893,53,89.98,11,4,0,2.7,1,15,Enterprise,Organic,Portugal,0
SP-01894,43,132.58,0,4,0,2.9,0,4,Professional,Partner,United Kingdom,0
SP-01895,9,107.49,6,4,2,3.5,0,15,Basic,Organic,United Kingdom,1
SP-01896,52,39.9,13,7,0,5.0,0,50,Basic,Partner,Germany,1
SP-01897,35,45.09,0,3,1,3.7,1,2,Professional,Partner,Germany,0
SP-01898,53,99.34,12,4,0,3.5,0,20,Basic,Partner,United Kingdom,0
SP-01899,45,68.52,8,4,2,4.5,0,11,Professional,Paid,Germany,0
SP-01900,21,42.69,5,4,1,4.5,1,11,Basic,Referral,United Kingdom,0
SP-01901,33,66.49,2,5,1,4.3,0,24,Professional,Referral,United Kingdom,0
SP-01902,32,100.91,8,3,2,4.0,2,6,Basic,Referral,Germany,0
SP-01903,44,73.14,4,3,1,2.9,0,8,Professional,Organic,Germany,0
SP-01904,15,86.38,3,3,1,3.2,1,9,Basic,Organic,United Kingdom,0
SP-01905,20,75.86,7,0,1,2.5,0,5,Basic,Referral,Germany,0
SP-01906,15,62.74,10,4,0,3.6,0,9,Basic,Referral,Germany,0
SP-01907,18,93.24,14,0,1,3.5,1,6,Professional,Paid,Germany,0
SP-01908,10,40.98,5,4,1,3.4,0,11,Enterprise,Paid,Germany,0
SP-01909,3,59.55,6,6,1,4.0,0,21,Basic,Paid,Germany,0
SP-01910,57,116.06,9,5,3,3.3,0,5,Enterprise,Paid,Germany,0
SP-01911,5,45.64,6,2,1,3.5,0,13,Basic,Partner,Germany,0
SP-01912,54,84.58,12,3,1,3.4,0,11,Enterprise,Organic,Portugal,0
SP-01913,1,70.79,7,5,1,3.8,1,10,Basic,Referral,United Kingdom,0
SP-01914,47,68.05,9,2,3,4.1,1,5,Professional,Organic,Germany,0
SP-01915,20,120.78,11,6,1,2.7,0,24,Professional,Organic,United Kingdom,0
SP-01916,32,130.92,10,3,2,4.2,0,24,Basic,Referral,United Kingdom,1
SP-01917,17,53.82,10,5,2,4.0,0,10,Enterprise,Referral,United Kingdom,0
SP-01918,30,78.75,9,4,1,4.1,0,19,Enterprise,Paid,United Kingdom,0
SP-01919,28,36.91,4,5,1,3.9,0,7,Basic,Paid,Portugal,0
SP-01920,32,117.87,8,1,0,4.1,0,21,Basic,Paid,Portugal,0
SP-01921,24,82.75,8,2,1,3.5,2,5,Basic,Referral,Germany,0
SP-01922,33,44.43,9,3,2,4.2,0,4,Basic,Organic,United Kingdom,0
SP-01923,50,60.72,9,1,2,4.7,0,12,Professional,Organic,Germany,0
SP-01924,27,51.91,5,1,2,3.4,1,35,Basic,Organic,Germany,0
SP-01925,22,59.31,3,2,1,3.4,0,4,Basic,Organic,Portugal,0
SP-01926,8,38.21,9,7,0,4.3,1,2,Basic,Referral,Portugal,0
SP-01927,22,145.35,2,4,1,3.4,0,21,Enterprise,Referral,United Kingdom,0
SP-01928,8,54.64,2,7,2,3.2,1,12,Basic,Organic,Germany,1
SP-01929,11,84.49,6,5,0,4.1,0,13,Professional,Organic,Germany,0
SP-01930,58,100.52,8,6,2,3.5,1,8,Professional,Organic,Germany,0
SP-01931,6,131.0,4,3,0,4.8,0,16,Basic,Organic,United Kingdom,0
SP-01932,29,85.71,7,2,1,3.4,0,19,Professional,Organic,Germany,0
SP-01933,51,75.39,7,2,1,3.1,0,3,Basic,Organic,United Kingdom,0
SP-01934,58,87.21,7,3,0,3.8,1,3,Professional,Referral,Portugal,0
SP-01935,9,53.7,7,0,1,4.1,2,4,Basic,Paid,Germany,0
SP-01936,10,55.45,2,2,4,4.1,1,6,Basic,Referral,Portugal,0
SP-01937,23,74.66,4,1,0,4.2,0,10,Enterprise,Organic,United Kingdom,0
SP-01938,34,33.31,11,5,0,3.4,0,12,Basic,Paid,Germany,0
SP-01939,58,63.28,13,2,4,4.7,2,17,Basic,Paid,Germany,0
SP-01940,13,69.01,8,4,4,2.5,0,6,Basic,Paid,Germany,0
SP-01941,10,176.69,9,1,1,3.2,0,20,Professional,Organic,United Kingdom,1
SP-01942,16,138.3,13,3,1,3.8,0,12,Professional,Partner,United Kingdom,0
SP-01943,53,100.36,8,5,2,3.2,1,14,Basic,Organic,United Kingdom,1
SP-01944,2,119.13,14,2,0,3.6,1,3,Professional,Partner,Germany,0
SP-01945,23,55.26,6,5,1,3.0,1,5,Professional,Paid,United Kingdom,0
SP-01946,8,88.19,4,5,2,3.6,1,8,Professional,Organic,United Kingdom,0
SP-01947,10,112.89,8,1,1,4.2,1,61,Professional,Organic,Germany,1
SP-01948,56,55.46,11,1,2,3.4,0,20,Basic,Organic,Germany,0
SP-01949,1,45.14,8,4,0,3.1,2,10,Basic,Paid,United Kingdom,0
SP-01950,20,95.95,14,5,1,3.4,0,7,Professional,Partner,Portugal,0
SP-01951,55,47.12,8,7,2,4.7,0,36,Professional,Partner,Portugal,0
SP-01952,37,104.23,9,7,1,4.7,0,13,Professional,Partner,Portugal,0
SP-01953,5,130.04,9,9,1,3.4,1,5,Enterprise,Organic,Germany,0
SP-01954,28,56.17,10,3,2,4.2,0,4,Professional,Referral,United Kingdom,0
SP-01955,59,57.93,7,4,4,3.8,0,16,Professional,Paid,Germany,0
SP-01956,25,128.4,5,2,3,4.8,0,10,Professional,Organic,Germany,0
SP-01957,32,85.9,6,3,0,4.0,0,23,Basic,Organic,Germany,0
SP-01958,32,121.09,3,6,1,3.6,2,4,Basic,Organic,United Kingdom,0
SP-01959,40,75.79,7,3,2,5.0,3,20,Basic,Referral,United Kingdom,1
SP-01960,12,78.16,8,2,2,3.1,1,21,Professional,Paid,United Kingdom,1
SP-01961,51,84.97,9,2,0,4.1,0,26,Professional,Organic,United Kingdom,1
SP-01962,60,160.66,9,3,3,4.9,0,6,Enterprise,Organic,Germany,0
SP-01963,9,117.08,10,2,0,4.3,0,20,Basic,Organic,United Kingdom,0
SP-01964,50,62.43,2,8,2,3.2,2,8,Basic,Paid,Germany,0
SP-01965,50,90.84,6,4,1,3.1,2,5,Basic,Referral,Germany,0
SP-01966,45,73.62,7,1,1,2.7,0,10,Enterprise,Referral,Germany,0
SP-01967,23,68.05,4,1,0,5.0,2,1,Basic,Referral,Portugal,0
SP-01968,29,103.0,6,5,0,2.9,0,14,Basic,Organic,Portugal,0
SP-01969,51,94.35,12,2,2,4.4,1,10,Basic,Paid,Portugal,0
SP-01970,10,56.43,9,7,3,2.7,2,3,Professional,Organic,Germany,0
SP-01971,50,85.06,6,3,1,5.0,0,14,Basic,Paid,United Kingdom,0
SP-01972,56,67.2,6,2,1,2.7,1,19,Basic,Paid,Portugal,1
SP-01973,41,100.28,9,4,1,3.8,2,9,Professional,Organic,Germany,0
SP-01974,21,65.99,12,3,0,4.8,0,7,Professional,Paid,Germany,0
SP-01975,34,78.35,5,4,2,3.2,3,16,Professional,Organic,Germany,1
SP-01976,4,68.82,10,5,2,4.3,0,29,Basic,Referral,Portugal,0
SP-01977,56,40.43,4,4,1,3.6,1,9,Basic,Paid,United Kingdom,0
SP-01978,21,157.14,9,3,1,4.1,1,38,Basic,Organic,Portugal,0
SP-01979,4,84.68,10,5,1,4.7,1,24,Enterprise,Paid,Germany,0
SP-01980,48,159.54,8,6,0,3.5,1,8,Basic,Organic,Germany,0
SP-01981,40,86.26,8,3,1,5.0,1,6,Basic,Organic,United Kingdom,0
SP-01982,38,110.74,12,4,0,4.1,0,16,Basic,Organic,Germany,0
SP-01983,4,64.11,10,1,4,5.0,1,4,Basic,Organic,Portugal,0
SP-01984,46,64.76,7,3,1,3.1,1,4,Basic,Organic,United Kingdom,0
SP-01985,39,82.73,9,3,2,3.3,0,8,Professional,Organic,United Kingdom,0
SP-01986,48,158.91,3,3,2,3.6,0,8,Enterprise,Paid,Germany,0
SP-01987,50,57.23,13,4,1,2.8,1,34,Professional,Partner,United Kingdom,0
SP-01988,13,36.86,8,3,0,4.5,0,21,Professional,Partner,Portugal,0
SP-01989,13,127.13,8,2,1,3.7,0,22,Basic,Partner,Portugal,0
SP-01990,56,113.61,10,2,1,2.9,0,16,Basic,Paid,United Kingdom,0
SP-01991,32,70.4,10,2,2,3.1,0,8,Basic,Paid,United Kingdom,0
SP-01992,27,185.92,5,3,1,3.1,0,9,Basic,Organic,United Kingdom,0
SP-01993,18,189.55,7,2,1,4.5,1,15,Basic,Partner,Germany,1
SP-01994,39,39.38,7,2,1,4.2,0,5,Professional,Organic,Portugal,0
SP-01995,46,63.5,6,4,2,3.7,2,5,Professional,Paid,Germany,0
SP-01996,1,82.49,3,2,1,3.5,0,20,Enterprise,Paid,Germany,0
SP-01997,34,99.15,6,3,0,3.6,0,17,Basic,Partner,Portugal,0
SP-01998,60,93.02,5,2,1,5.0,0,4,Professional,Organic,United Kingdom,0
SP-01999,17,84.54,11,3,2,3.6,0,4,Professional,Organic,United Kingdom,0
SP-02000,17,53.78,13,4,1,4.5,2,5,Basic,Referral,Germany,0
SP-02001,53,104.32,5,7,1,3.5,1,19,Professional,Paid,Portugal,0
SP-02002,4,106.8,6,2,2,5.0,1,23,Professional,Paid,United Kingdom,0
SP-02003,24,123.31,16,2,1,2.8,1,5,Basic,Organic,United Kingdom,0
SP-02004,28,50.82,4,1,0,4.4,0,13,Professional,Partner,Germany,1
SP-02005,48,77.11,13,1,2,3.2,0,5,Professional,Referral,Germany,0
SP-02006,8,69.01,8,3,0,5.0,2,27,Basic,Partner,Germany,0
SP-02007,27,50.45,7,4,0,4.4,0,2,Enterprise,Partner,Germany,0
